
Movie,Question,Answer
Arundhati,Which movie has the song with the following lyrics snippet from: 'jejammaa maayamma; jejammaa oyammaa; jejammaa jejammaa maa jejammaa'?,ARUNDHATI
Arundhati,Who sang the song with the lyrics snippet 'jejammaa maayamma; jejammaa oyammaa; jejammaa jejammaa maa jejammaa'?,KAILASHKHER
Arundhati,Complete the lyric: 'janmamta gurtumchukumtanu inati anamdamu; tannanna tana tana tana nana nana; tannanna tana ___ tana nana nana',TANA
Arundhati,Who is the music director for the song with the lyrics snippet 'janmamta gurtumchukumtanu inati anamdamu; tannanna tana tana tana nana nana; tannanna tana tana tana nana nana'?,KOTI
Arundhati,Who penned the lyrics to the song with the lyrics snippet 'janmamta gurtumchukumtanu inati anamdamu; tannanna tana tana tana nana nana; tannanna tana tana tana nana nana'?,ANANTASRIRAM
Arundhati,Which movie has the song with the following lyrics snippet from: 'janmamta gurtumchukumtanu inati anamdamu; tannanna tana tana tana nana nana; tannanna tana tana tana nana nana'?,ARUNDHATI
Arundhati,Complete the lyric: 'dolare dolare dam; kartika dipam ___ rupam srigaurivole leda; sivudalle cheraga saubhagya sampada',KAMTULLO
Arundhati,Who is the music director for the song with the lyrics snippet 'dolare dolare dam; kartika dipam kamtullo rupam srigaurivole leda; sivudalle cheraga saubhagya sampada'?,KOTI
Arundhati,Who penned the lyrics to the song with the lyrics snippet 'dolare dolare dam; kartika dipam kamtullo rupam srigaurivole leda; sivudalle cheraga saubhagya sampada'?,ANANTASRIRAM
Arundhati,Which movie has the song with the following lyrics snippet from: 'dolare dolare dam; kartika dipam kamtullo rupam srigaurivole leda; sivudalle cheraga saubhagya sampada'?,ARUNDHATI
Arundhati,Complete the lyric: '___ tana tana tana nana nana; tannanna tana nana tana nana nanana; tannanna tana nana tana nana nanana',TANNANNA
Arundhati,Who is the music director for the song with the lyrics snippet 'tannanna tana tana tana nana nana; tannanna tana nana tana nana nanana; tannanna tana nana tana nana nanana'?,KOTI
Arundhati,Who penned the lyrics to the song with the lyrics snippet 'tannanna tana tana tana nana nana; tannanna tana nana tana nana nanana; tannanna tana nana tana nana nanana'?,ANANTASRIRAM
Arundhati,Which movie has the song with the following lyrics snippet from: 'tannanna tana tana tana nana nana; tannanna tana nana tana nana nanana; tannanna tana nana tana nana nanana'?,ARUNDHATI
Arya2,Complete the lyric: 'Erra bus meedha naku moje putti; Errakota cherinanu ___ Edhuruchusina – evarikosam',CHERINAAKA
Arya2,Who is the music director for the song with the lyrics snippet 'Erra bus meedha naku moje putti; Errakota cherinanu cherinaaka; Edhuruchusina – evarikosam'?,DEVISRIPRASAD
Arya2,Who penned the lyrics to the song with the lyrics snippet 'Erra bus meedha naku moje putti; Errakota cherinanu cherinaaka; Edhuruchusina – evarikosam'?,CHANDRABOSE
Arya2,Which movie has the song with the following lyrics snippet from: 'Erra bus meedha naku moje putti; Errakota cherinanu cherinaaka; Edhuruchusina – evarikosam'?,ARYA2
Arya2,Who sang the song with the lyrics snippet 'Erra bus meedha naku moje putti; Errakota cherinanu cherinaaka; Edhuruchusina – evarikosam'?,PRIYAHIMESH
Arya2,Complete the lyric: 'Ringa ringa ringa ringa; Ringa ringa ___ ringaree; Idhigo thella pilla idhianta saregani',RINGAA
Arya2,Who is the music director for the song with the lyrics snippet 'Ringa ringa ringa ringa; Ringa ringa ringaa ringaree; Idhigo thella pilla idhianta saregani'?,DEVISRIPRASAD
Arya2,Who penned the lyrics to the song with the lyrics snippet 'Ringa ringa ringa ringa; Ringa ringa ringaa ringaree; Idhigo thella pilla idhianta saregani'?,CHANDRABOSE
Arya2,Which movie has the song with the following lyrics snippet from: 'Ringa ringa ringa ringa; Ringa ringa ringaa ringaree; Idhigo thella pilla idhianta saregani'?,ARYA2
Arya2,Who sang the song with the lyrics snippet 'Ringa ringa ringa ringa; Ringa ringa ringaa ringaree; Idhigo thella pilla idhianta saregani'?,PRIYAHIMESH
Arya2,Complete the lyric: 'Ompuloni atharantha aviralle ___ Ompi ompi sompulanni thagesaru; Ayibaboi thagesara Inkem chesaru',PILCHINARU
Arya2,Who is the music director for the song with the lyrics snippet 'Ompuloni atharantha aviralle pilchinaru; Ompi ompi sompulanni thagesaru; Ayibaboi thagesara Inkem chesaru'?,DEVISRIPRASAD
Arya2,Who penned the lyrics to the song with the lyrics snippet 'Ompuloni atharantha aviralle pilchinaru; Ompi ompi sompulanni thagesaru; Ayibaboi thagesara Inkem chesaru'?,CHANDRABOSE
Arya2,Which movie has the song with the following lyrics snippet from: 'Ompuloni atharantha aviralle pilchinaru; Ompi ompi sompulanni thagesaru; Ayibaboi thagesara Inkem chesaru'?,ARYA2
Arya2,Who sang the song with the lyrics snippet 'Ompuloni atharantha aviralle pilchinaru; Ompi ompi sompulanni thagesaru; Ayibaboi thagesara Inkem chesaru'?,PRIYAHIMESH
Arya2,Complete the lyric: 'E Gallaas Pagilipothunde; Golusu Virigipothunde; ___ Ralipothunde',GULABI
Arya2,Who is the music director for the song with the lyrics snippet 'E Gallaas Pagilipothunde; Golusu Virigipothunde; Gulabi Ralipothunde'?,DEVISRIPRASAD
Arya2,Who penned the lyrics to the song with the lyrics snippet 'E Gallaas Pagilipothunde; Golusu Virigipothunde; Gulabi Ralipothunde'?,CHANDRABOSE
Arya2,Which movie has the song with the following lyrics snippet from: 'E Gallaas Pagilipothunde; Golusu Virigipothunde; Gulabi Ralipothunde'?,ARYA2
Arya2,Who sang the song with the lyrics snippet 'E Gallaas Pagilipothunde; Golusu Virigipothunde; Gulabi Ralipothunde'?,DEVISRIPRASADDSP
Arya2,Complete the lyric: 'Thalanoppi Paaripoye; ___ Teeripoye; Ika Shoonyamentho Baagunde',SHRAMA
Arya2,Who is the music director for the song with the lyrics snippet 'Thalanoppi Paaripoye; Shrama Teeripoye; Ika Shoonyamentho Baagunde'?,DEVISRIPRASAD
Arya2,Who penned the lyrics to the song with the lyrics snippet 'Thalanoppi Paaripoye; Shrama Teeripoye; Ika Shoonyamentho Baagunde'?,CHANDRABOSE
Arya2,Which movie has the song with the following lyrics snippet from: 'Thalanoppi Paaripoye; Shrama Teeripoye; Ika Shoonyamentho Baagunde'?,ARYA2
Arya2,Who sang the song with the lyrics snippet 'Thalanoppi Paaripoye; Shrama Teeripoye; Ika Shoonyamentho Baagunde'?,DEVISRIPRASADDSP
Arya2,Complete the lyric: 'Sarassu Endipothunde; Sogassu ___ Manishi Life E Pothunde',VIRIGIPOTHUNDE
Arya2,Who is the music director for the song with the lyrics snippet 'Sarassu Endipothunde; Sogassu Virigipothunde; Manishi Life E Pothunde'?,DEVISRIPRASAD
Arya2,Who penned the lyrics to the song with the lyrics snippet 'Sarassu Endipothunde; Sogassu Virigipothunde; Manishi Life E Pothunde'?,CHANDRABOSE
Arya2,Which movie has the song with the following lyrics snippet from: 'Sarassu Endipothunde; Sogassu Virigipothunde; Manishi Life E Pothunde'?,ARYA2
Arya2,Who sang the song with the lyrics snippet 'Sarassu Endipothunde; Sogassu Virigipothunde; Manishi Life E Pothunde'?,DEVISRIPRASADDSP
Arya2,Complete the lyric: 'I love you Naa pranam poina (2x); Uppenentha ___ premaki; Guppedantha gunde emito',EE
Arya2,Who is the music director for the song with the lyrics snippet 'I love you Naa pranam poina (2x); Uppenentha ee premaki; Guppedantha gunde emito'?,DEVISRIPRASAD
Arya2,Who penned the lyrics to the song with the lyrics snippet 'I love you Naa pranam poina (2x); Uppenentha ee premaki; Guppedantha gunde emito'?,BALAJI
Arya2,Which movie has the song with the following lyrics snippet from: 'I love you Naa pranam poina (2x); Uppenentha ee premaki; Guppedantha gunde emito'?,ARYA2
Arya2,Who sang the song with the lyrics snippet 'I love you Naa pranam poina (2x); Uppenentha ee premaki; Guppedantha gunde emito'?,KKKRISHNAKUMARKUNNATH
Arya2,Complete the lyric: 'Chilakale ne paluku thirigi palikayante; Tholakare lekunda paatheyana; Ninnu ___ poolu thakithe',KORI
Arya2,Who is the music director for the song with the lyrics snippet 'Chilakale ne paluku thirigi palikayante; Tholakare lekunda paatheyana; Ninnu kori poolu thakithe'?,DEVISRIPRASAD
Arya2,Who penned the lyrics to the song with the lyrics snippet 'Chilakale ne paluku thirigi palikayante; Tholakare lekunda paatheyana; Ninnu kori poolu thakithe'?,BALAJI
Arya2,Which movie has the song with the following lyrics snippet from: 'Chilakale ne paluku thirigi palikayante; Tholakare lekunda paatheyana; Ninnu kori poolu thakithe'?,ARYA2
Arya2,Who sang the song with the lyrics snippet 'Chilakale ne paluku thirigi palikayante; Tholakare lekunda paatheyana; Ninnu kori poolu thakithe'?,KKKRISHNAKUMARKUNNATH
Arya2,Complete the lyric: 'Guppedantha gunde emito; ___ ee haayiki bhaashe endhuko; Thiyanaynaa ee baadhaki',CHEPPALENI
Arya2,Who is the music director for the song with the lyrics snippet 'Guppedantha gunde emito; Cheppaleni ee haayiki bhaashe endhuko; Thiyanaynaa ee baadhaki'?,DEVISRIPRASAD
Arya2,Who penned the lyrics to the song with the lyrics snippet 'Guppedantha gunde emito; Cheppaleni ee haayiki bhaashe endhuko; Thiyanaynaa ee baadhaki'?,BALAJI
Arya2,Which movie has the song with the following lyrics snippet from: 'Guppedantha gunde emito; Cheppaleni ee haayiki bhaashe endhuko; Thiyanaynaa ee baadhaki'?,ARYA2
Arya2,Who sang the song with the lyrics snippet 'Guppedantha gunde emito; Cheppaleni ee haayiki bhaashe endhuko; Thiyanaynaa ee baadhaki'?,KKKRISHNAKUMARKUNNATH
Arya2,Complete the lyric: 'Karigeloga ee kshanam; Gadipeyali jeevitham; ___ migile na hrudayam sakshiga',SHILAGA
Arya2,Who is the music director for the song with the lyrics snippet 'Karigeloga ee kshanam; Gadipeyali jeevitham; Shilaga migile na hrudayam sakshiga'?,DEVISRIPRASAD
Arya2,Who penned the lyrics to the song with the lyrics snippet 'Karigeloga ee kshanam; Gadipeyali jeevitham; Shilaga migile na hrudayam sakshiga'?,VANAMALI
Arya2,Which movie has the song with the following lyrics snippet from: 'Karigeloga ee kshanam; Gadipeyali jeevitham; Shilaga migile na hrudayam sakshiga'?,ARYA2
Arya2,Who sang the song with the lyrics snippet 'Karigeloga ee kshanam; Gadipeyali jeevitham; Shilaga migile na hrudayam sakshiga'?,KUNALGANJAWALA
Arya2,Complete the lyric: 'Gadiche nimisham gayamai; ___ gaayam o gamyamai; Aa gamyam nee guruthuga',PRATHI
Arya2,Who is the music director for the song with the lyrics snippet 'Gadiche nimisham gayamai; Prathi gaayam o gamyamai; Aa gamyam nee guruthuga'?,DEVISRIPRASAD
Arya2,Who penned the lyrics to the song with the lyrics snippet 'Gadiche nimisham gayamai; Prathi gaayam o gamyamai; Aa gamyam nee guruthuga'?,VANAMALI
Arya2,Which movie has the song with the following lyrics snippet from: 'Gadiche nimisham gayamai; Prathi gaayam o gamyamai; Aa gamyam nee guruthuga'?,ARYA2
Arya2,Who sang the song with the lyrics snippet 'Gadiche nimisham gayamai; Prathi gaayam o gamyamai; Aa gamyam nee guruthuga'?,KUNALGANJAWALA
Arya2,Complete the lyric: 'Kalale jaare kannire ___ Gadiche nimisham gayamai; Prathi gaayam o gamyamai',CHERAGA
Arya2,Who is the music director for the song with the lyrics snippet 'Kalale jaare kannire cheraga; Gadiche nimisham gayamai; Prathi gaayam o gamyamai'?,DEVISRIPRASAD
Arya2,Who penned the lyrics to the song with the lyrics snippet 'Kalale jaare kannire cheraga; Gadiche nimisham gayamai; Prathi gaayam o gamyamai'?,VANAMALI
Arya2,Which movie has the song with the following lyrics snippet from: 'Kalale jaare kannire cheraga; Gadiche nimisham gayamai; Prathi gaayam o gamyamai'?,ARYA2
Arya2,Who sang the song with the lyrics snippet 'Kalale jaare kannire cheraga; Gadiche nimisham gayamai; Prathi gaayam o gamyamai'?,KUNALGANJAWALA
Arya2,Complete the lyric: 'Modhati ___ Neku Mudhupettinappudu Jariginantha Dhoshamantha; Chivarisari neku Nijam Cheppinapudu Teerinatti Bhaaramantha; Ooo Inkaa',SARI
Arya2,Who is the music director for the song with the lyrics snippet 'Modhati Sari Neku Mudhupettinappudu Jariginantha Dhoshamantha; Chivarisari neku Nijam Cheppinapudu Teerinatti Bhaaramantha; Ooo Inkaa'?,DEVISRIPRASAD
Arya2,Who penned the lyrics to the song with the lyrics snippet 'Modhati Sari Neku Mudhupettinappudu Jariginantha Dhoshamantha; Chivarisari neku Nijam Cheppinapudu Teerinatti Bhaaramantha; Ooo Inkaa'?,CHANDRABOSE
Arya2,Which movie has the song with the following lyrics snippet from: 'Modhati Sari Neku Mudhupettinappudu Jariginantha Dhoshamantha; Chivarisari neku Nijam Cheppinapudu Teerinatti Bhaaramantha; Ooo Inkaa'?,ARYA2
Arya2,Who sang the song with the lyrics snippet 'Modhati Sari Neku Mudhupettinappudu Jariginantha Dhoshamantha; Chivarisari neku Nijam Cheppinapudu Teerinatti Bhaaramantha; Ooo Inkaa'?,RANJITH
Arya2,Complete the lyric: 'Allarekuvaithe Kannathalli ___ Mottikaaya Chanuvantha; Jallupadda Vela Pongi Pongi Poose Mattipoola Viluvantha; Bikku Bikku Mantu Pareeksha Raase Pillagadi Bhedhurantha',VESE
Arya2,Who is the music director for the song with the lyrics snippet 'Allarekuvaithe Kannathalli Vese Mottikaaya Chanuvantha; Jallupadda Vela Pongi Pongi Poose Mattipoola Viluvantha; Bikku Bikku Mantu Pareeksha Raase Pillagadi Bhedhurantha'?,DEVISRIPRASAD
Arya2,Who penned the lyrics to the song with the lyrics snippet 'Allarekuvaithe Kannathalli Vese Mottikaaya Chanuvantha; Jallupadda Vela Pongi Pongi Poose Mattipoola Viluvantha; Bikku Bikku Mantu Pareeksha Raase Pillagadi Bhedhurantha'?,CHANDRABOSE
Arya2,Which movie has the song with the following lyrics snippet from: 'Allarekuvaithe Kannathalli Vese Mottikaaya Chanuvantha; Jallupadda Vela Pongi Pongi Poose Mattipoola Viluvantha; Bikku Bikku Mantu Pareeksha Raase Pillagadi Bhedhurantha'?,ARYA2
Arya2,Who sang the song with the lyrics snippet 'Allarekuvaithe Kannathalli Vese Mottikaaya Chanuvantha; Jallupadda Vela Pongi Pongi Poose Mattipoola Viluvantha; Bikku Bikku Mantu Pareeksha Raase Pillagadi Bhedhurantha'?,RANJITH
Arya2,Complete the lyric: 'Krishna Murthy Lo Leelalantha Rama Laali Antha; Baby ___ Loves You He Loves You He Loves You So Much; Baby He Loves You He Loves You He Loves You So Much',HE
Arya2,Who penned the lyrics to the song with the lyrics snippet 'Comeon comeon most cunningu; Comeon comeon mast timingu; Comeon comeon rightlallo wrongu'?,KEDARNATH
Arya2,Which movie has the song with the following lyrics snippet from: 'Comeon comeon most cunningu; Comeon comeon mast timingu; Comeon comeon rightlallo wrongu'?,ARYA2
Arya2,Complete the lyric: 'Paiga ___ ellantollakku; Demand koncham yekkuva; Ayina inkosari try chestha',EROJULLO
Arya2,Who is the music director for the song with the lyrics snippet 'Paiga erojullo ellantollakku; Demand koncham yekkuva; Ayina inkosari try chestha'?,DEVISRIPRASAD
Arya2,Who penned the lyrics to the song with the lyrics snippet 'Paiga erojullo ellantollakku; Demand koncham yekkuva; Ayina inkosari try chestha'?,KEDARNATH
Arya2,Which movie has the song with the following lyrics snippet from: 'Paiga erojullo ellantollakku; Demand koncham yekkuva; Ayina inkosari try chestha'?,ARYA2
Billa,Complete the lyric: 'adugadugu okela nadavanuga yevela yevaru nanu oohinchela; ne vala visirithe vila vila ne nala kadilithe ___ gula; my name is billa b for billa okate sainyam la vachhanilla',HALA
Billa,Who is the music director for the song with the lyrics snippet 'adugadugu okela nadavanuga yevela yevaru nanu oohinchela; ne vala visirithe vila vila ne nala kadilithe hala gula; my name is billa b for billa okate sainyam la vachhanilla'?,MANISHARMA
Billa,Who penned the lyrics to the song with the lyrics snippet 'adugadugu okela nadavanuga yevela yevaru nanu oohinchela; ne vala visirithe vila vila ne nala kadilithe hala gula; my name is billa b for billa okate sainyam la vachhanilla'?,RAMAJOGAYYASASTRY
Billa,Which movie has the song with the following lyrics snippet from: 'adugadugu okela nadavanuga yevela yevaru nanu oohinchela; ne vala visirithe vila vila ne nala kadilithe hala gula; my name is billa b for billa okate sainyam la vachhanilla'?,BILLA
Billa,Complete the lyric: 'you are too cool to be for billa thunderilla; you are too ___ manishini nammanu nenu manassunu vaadanu nenu needai nanne chusthunta',COOL
Billa,Who is the music director for the song with the lyrics snippet 'you are too cool to be for billa  thunderilla; you are too cool; manishini nammanu nenu manassunu vaadanu nenu needai nanne chusthunta'?,MANISHARMA
Billa,Who penned the lyrics to the song with the lyrics snippet 'you are too cool to be for billa  thunderilla; you are too cool; manishini nammanu nenu manassunu vaadanu nenu needai nanne chusthunta'?,RAMAJOGAYYASASTRY
Billa,Which movie has the song with the following lyrics snippet from: 'you are too cool to be for billa  thunderilla; you are too cool; manishini nammanu nenu manassunu vaadanu nenu needai nanne chusthunta'?,BILLA
Billa,Complete the lyric: 'ne vala visirithe vila vila ne nala kadilithe hala gula; my name is billa b for billa okate sainyam la vachhanilla; my name ___ billa bijili billa merupe manishaithe vuntaadila',IS
Billa,Who is the music director for the song with the lyrics snippet 'ne vala visirithe vila vila ne nala kadilithe hala gula; my name is billa b for billa okate sainyam la vachhanilla; my name is billa bijili billa merupe manishaithe vuntaadila'?,MANISHARMA
Billa,Who penned the lyrics to the song with the lyrics snippet 'ne vala visirithe vila vila ne nala kadilithe hala gula; my name is billa b for billa okate sainyam la vachhanilla; my name is billa bijili billa merupe manishaithe vuntaadila'?,RAMAJOGAYYASASTRY
Billa,Which movie has the song with the following lyrics snippet from: 'ne vala visirithe vila vila ne nala kadilithe hala gula; my name is billa b for billa okate sainyam la vachhanilla; my name is billa bijili billa merupe manishaithe vuntaadila'?,BILLA
Billa,Complete the lyric: 'give my give me my taali my life is kaali kaali; yedundhe taali i wann wann make ___ aali; give my give me my taali my life is kaali kaali kaali kaali',U
Billa,Who is the music director for the song with the lyrics snippet 'give my give me my taali my life is kaali kaali; yedundhe taali i wann wann make u aali; give my give me my taali my life is kaali kaali kaali kaali'?,MANISHARMA
Billa,Who penned the lyrics to the song with the lyrics snippet 'give my give me my taali my life is kaali kaali; yedundhe taali i wann wann make u aali; give my give me my taali my life is kaali kaali kaali kaali'?,RAMAJOGAYYASASTRY
Billa,Which movie has the song with the following lyrics snippet from: 'give my give me my taali my life is kaali kaali; yedundhe taali i wann wann make u aali; give my give me my taali my life is kaali kaali kaali kaali'?,BILLA
Billa,Complete the lyric: 'jhoom mantaramesthaale brahmachaari; muchhatle teeraalante mundarundi kore daari; bommaali bommaali ninnodala vodala ___ bommaali',VODALA
Billa,Who is the music director for the song with the lyrics snippet 'jhoom mantaramesthaale brahmachaari; muchhatle teeraalante mundarundi kore daari; bommaali bommaali ninnodala vodala vodala bommaali'?,MANISHARMA
Billa,Who penned the lyrics to the song with the lyrics snippet 'jhoom mantaramesthaale brahmachaari; muchhatle teeraalante mundarundi kore daari; bommaali bommaali ninnodala vodala vodala bommaali'?,RAMAJOGAYYASASTRY
Billa,Who is the music director for the song with the lyrics snippet 'mundenaka nuvvu sudakehe; harilo ranga hari harilo ranga hari; lookkesthe lekka saari kirikiri'?,MANISHARMA
Billa,Who penned the lyrics to the song with the lyrics snippet 'mundenaka nuvvu sudakehe; harilo ranga hari harilo ranga hari; lookkesthe lekka saari kirikiri'?,RAMAJOGAYYASASTRY
Billa,Which movie has the song with the following lyrics snippet from: 'mundenaka nuvvu sudakehe; harilo ranga hari harilo ranga hari; lookkesthe lekka saari kirikiri'?,BILLA
Billa,Complete the lyric: 'neeku coffe isthe cup saucer lepe type aa le; perintene jebulanni dadusukuntaayi; ___ chupullone taalaalanni terusukuntaayi',ORA
Billa,Who is the music director for the song with the lyrics snippet 'neeku coffe isthe cup saucer lepe type aa le; perintene jebulanni dadusukuntaayi; ora chupullone taalaalanni terusukuntaayi'?,MANISHARMA
Billa,Who penned the lyrics to the song with the lyrics snippet 'neeku coffe isthe cup saucer lepe type aa le; perintene jebulanni dadusukuntaayi; ora chupullone taalaalanni terusukuntaayi'?,RAMAJOGAYYASASTRY
Billa,Which movie has the song with the following lyrics snippet from: 'neeku coffe isthe cup saucer lepe type aa le; perintene jebulanni dadusukuntaayi; ora chupullone taalaalanni terusukuntaayi'?,BILLA
Ashta Chamma,Complete the lyric: '___ oo; Urantaa munchestu hangaamaa chestaavente gangammaa; Ghoramgaa nindistu ee pantaalenduku chaalle mangammaa',OO
Ashta Chamma,Who is the music director for the song with the lyrics snippet 'Oo oo; Urantaa munchestu hangaamaa chestaavente gangammaa; Ghoramgaa nindistu ee pantaalenduku chaalle mangammaa'?,KALYANIMALIK
Ashta Chamma,Who penned the lyrics to the song with the lyrics snippet 'Oo oo; Urantaa munchestu hangaamaa chestaavente gangammaa; Ghoramgaa nindistu ee pantaalenduku chaalle mangammaa'?,SIRIVENNELASEETHARAMASASTRY
Ashta Chamma,Which movie has the song with the following lyrics snippet from: 'Oo oo; Urantaa munchestu hangaamaa chestaavente gangammaa; Ghoramgaa nindistu ee pantaalenduku chaalle mangammaa'?,ASHTACHAMMA
Ashta Chamma,Who sang the song with the lyrics snippet 'Oo oo; Urantaa munchestu hangaamaa chestaavente gangammaa; Ghoramgaa nindistu ee pantaalenduku chaalle mangammaa'?,SRIKRISHNA
Ashta Chamma,Complete the lyric: 'Nee daaka nannu rappinchindi nuvvelevammaa; Nijamgaa neggadam ante ___ odadam ante; Oo oo',ISHTAMGAA
Ashta Chamma,Who is the music director for the song with the lyrics snippet 'Nee daaka nannu rappinchindi nuvvelevammaa; Nijamgaa neggadam ante ishtamgaa odadam ante; Oo oo'?,KALYANIMALIK
Ashta Chamma,Who penned the lyrics to the song with the lyrics snippet 'Nee daaka nannu rappinchindi nuvvelevammaa; Nijamgaa neggadam ante ishtamgaa odadam ante; Oo oo'?,SIRIVENNELASEETHARAMASASTRY
Ashta Chamma,Which movie has the song with the following lyrics snippet from: 'Nee daaka nannu rappinchindi nuvvelevammaa; Nijamgaa neggadam ante ishtamgaa odadam ante; Oo oo'?,ASHTACHAMMA
Ashta Chamma,Who sang the song with the lyrics snippet 'Nee daaka nannu rappinchindi nuvvelevammaa; Nijamgaa neggadam ante ishtamgaa odadam ante; Oo oo'?,SRIKRISHNA
Ashta Chamma,Complete the lyric: 'Nee daaka nannu rappinchindi nuvvelevammaa; Nijamgaa ___ ante ishtamgaa odadam ante; Oo oo',NEGGADAM
Ashta Chamma,Who is the music director for the song with the lyrics snippet 'Nee daaka nannu rappinchindi nuvvelevammaa; Nijamgaa neggadam ante ishtamgaa odadam ante; Oo oo'?,KALYANIMALIK
Ashta Chamma,Who penned the lyrics to the song with the lyrics snippet 'Nee daaka nannu rappinchindi nuvvelevammaa; Nijamgaa neggadam ante ishtamgaa odadam ante; Oo oo'?,SIRIVENNELASEETHARAMASASTRY
Ashta Chamma,Which movie has the song with the following lyrics snippet from: 'Nee daaka nannu rappinchindi nuvvelevammaa; Nijamgaa neggadam ante ishtamgaa odadam ante; Oo oo'?,ASHTACHAMMA
Ashta Chamma,Who sang the song with the lyrics snippet 'Nee daaka nannu rappinchindi nuvvelevammaa; Nijamgaa neggadam ante ishtamgaa odadam ante; Oo oo'?,SRIKRISHNA
Athadu,Complete the lyric: 'tarataraala nisidhi daate chiru vekuva jaadatade; tarataraala nisidhi daate chiru vekuva jaadatade..athade..athade..athade; Evarani Yedure ___ telise badulatade',NILISTE
Athadu,Who is the music director for the song with the lyrics snippet 'tarataraala nisidhi daate chiru vekuva jaadatade; tarataraala nisidhi daate chiru vekuva jaadatade..athade..athade..athade; Evarani Yedure niliste telise badulatade'?,MANISHARMA
Athadu,Which movie has the song with the following lyrics snippet from: 'tarataraala nisidhi daate chiru vekuva jaadatade; tarataraala nisidhi daate chiru vekuva jaadatade..athade..athade..athade; Evarani Yedure niliste telise badulatade'?,ATHADU
Athadu,Complete the lyric: 'Penu tufaanu talonchi chuse..; Oo ey Oo....; Tholi ___ kanam athade....',NIPPU
Athadu,Who is the music director for the song with the lyrics snippet 'Penu tufaanu talonchi chuse..; Oo ey Oo....; Tholi nippu kanam athade....'?,MANISHARMA
Athadu,Which movie has the song with the following lyrics snippet from: 'Penu tufaanu talonchi chuse..; Oo ey Oo....; Tholi nippu kanam athade....'?,ATHADU
Athadu,Complete the lyric: 'made him had a ___ think smoother;',LITTLE
Athadu,Who is the music director for the song with the lyrics snippet 'made him had a little think smoother;'?,MANISHARMA
Athadu,Which movie has the song with the following lyrics snippet from: 'made him had a little think smoother;'?,ATHADU
Athadu,Complete the lyric: '___ Cheppana Neekkuda Telisina; Nuvventhaga Rechipothe; Antha Saradaa Thelusuna',NEETHO
Athadu,Who is the music director for the song with the lyrics snippet 'Neetho Cheppana Neekkuda Telisina; Nuvventhaga Rechipothe; Antha Saradaa Thelusuna'?,MANISHARMA
Athadu,Which movie has the song with the following lyrics snippet from: 'Neetho Cheppana Neekkuda Telisina; Nuvventhaga Rechipothe; Antha Saradaa Thelusuna'?,ATHADU
Athadu,Complete the lyric: '___ Nenu Nerpana; Sontha Sogasu Baruvena Sukumariki; Antha Birusu Paruvena',NEEKU
Athadu,Who is the music director for the song with the lyrics snippet 'Neeku Nenu Nerpana; Sontha Sogasu Baruvena Sukumariki; Antha Birusu Paruvena'?,MANISHARMA
Athadu,Which movie has the song with the following lyrics snippet from: 'Neeku Nenu Nerpana; Sontha Sogasu Baruvena Sukumariki; Antha Birusu Paruvena'?,ATHADU
Athadu,Complete the lyric: 'Gaaram Chesina Nayagaaram ___ Kanikaarame Kaluguthondhe; Kashtapadake Kaanchana',CHOOPINA
Athadu,Who is the music director for the song with the lyrics snippet 'Gaaram Chesina Nayagaaram Choopina; Kanikaarame Kaluguthondhe; Kashtapadake Kaanchana'?,MANISHARMA
Athadu,Which movie has the song with the following lyrics snippet from: 'Gaaram Chesina Nayagaaram Choopina; Kanikaarame Kaluguthondhe; Kashtapadake Kaanchana'?,ATHADU
Athadu,Complete the lyric: 'Vasthu ___ Vedhisthunte Kallo; Kopam Vachchi Pindesthunaa Pillo; Kallo Aithe Sarle Gaani Thallo',POTHU
Athadu,Who is the music director for the song with the lyrics snippet 'Vasthu Pothu Vedhisthunte Kallo; Kopam Vachchi Pindesthunaa Pillo; Kallo Aithe Sarle Gaani Thallo'?,MANISHARMA
Athadu,Which movie has the song with the following lyrics snippet from: 'Vasthu Pothu Vedhisthunte Kallo; Kopam Vachchi Pindesthunaa Pillo; Kallo Aithe Sarle Gaani Thallo'?,ATHADU
Athadu,Complete the lyric: 'Siggunu Kodhiga Sideki Nettaa; Okenaa Em Baagaa Lenaa; ___',DHAGENAA
Athadu,Who is the music director for the song with the lyrics snippet 'Siggunu Kodhiga Sideki Nettaa; Okenaa Em Baagaa Lenaa; Dhagenaa'?,MANISHARMA
Athadu,Which movie has the song with the following lyrics snippet from: 'Siggunu Kodhiga Sideki Nettaa; Okenaa Em Baagaa Lenaa; Dhagenaa'?,ATHADU
Athadu,Complete the lyric: 'Daa ___ Daa Daa; Chandhamamaa Chandhamamaa; Winter Lo Vidigaa Untaanantaavemaa',DAA
Athadu,Who is the music director for the song with the lyrics snippet 'Daa Daa Daa Daa; Chandhamamaa Chandhamamaa; Winter Lo Vidigaa Untaanantaavemaa'?,MANISHARMA
Athadu,Which movie has the song with the following lyrics snippet from: 'Daa Daa Daa Daa; Chandhamamaa Chandhamamaa; Winter Lo Vidigaa Untaanantaavemaa'?,ATHADU
Athadu,Complete the lyric: 'Aagavugaa; Darishanamisthe ___ Aalusuga Chusthava',SULUVUGAA
Athadu,Who is the music director for the song with the lyrics snippet 'Aagavugaa; Darishanamisthe Suluvugaa; Aalusuga Chusthava'?,MANISHARMA
