Movie,Question,Answer,Film,Song
Krishna Gadi Veera Prema Gaadha,Who is the music director for the song with the lyrics snippet 'Pelli thamthuke memu peddha manushulam kaama; Pakkanunna lekkaledhu memu hurt le; Bujji buggale maavi muddhu pettara meeru'?,VISHALCHANDRASEKHAR,Krishna Gadi Veera Prema Gaadha,Ulikipadaku Ulikipadaku
Krishna Gadi Veera Prema Gaadha,Who penned the lyrics to the song with the lyrics snippet 'Pelli thamthuke memu peddha manushulam kaama; Pakkanunna lekkaledhu memu hurt le; Bujji buggale maavi muddhu pettara meeru'?,KRISHNAKANTH,Krishna Gadi Veera Prema Gaadha,Ulikipadaku Ulikipadaku
Krishna Gadi Veera Prema Gaadha,Which movie has the song with the following lyrics snippet from: 'Pelli thamthuke memu peddha manushulam kaama; Pakkanunna lekkaledhu memu hurt le; Bujji buggale maavi muddhu pettara meeru'?,KRISHNAGADIVEERAPREMAGAADHA,Krishna Gadi Veera Prema Gaadha,Ulikipadaku Ulikipadaku
Krishna Gadi Veera Prema Gaadha,Complete the lyric: 'Life time thegani bherama; Pogadamaku ___ neeku; Lomganinka bheramadaku',VINANU,Krishna Gadi Veera Prema Gaadha,Ulikipadaku Ulikipadaku
Krishna Gadi Veera Prema Gaadha,Who is the music director for the song with the lyrics snippet 'Life time thegani bherama; Pogadamaku vinanu neeku; Lomganinka bheramadaku'?,VISHALCHANDRASEKHAR,Krishna Gadi Veera Prema Gaadha,Ulikipadaku Ulikipadaku
Krishna Gadi Veera Prema Gaadha,Who penned the lyrics to the song with the lyrics snippet 'Life time thegani bherama; Pogadamaku vinanu neeku; Lomganinka bheramadaku'?,KRISHNAKANTH,Krishna Gadi Veera Prema Gaadha,Ulikipadaku Ulikipadaku
Krishna Gadi Veera Prema Gaadha,Which movie has the song with the following lyrics snippet from: 'Life time thegani bherama; Pogadamaku vinanu neeku; Lomganinka bheramadaku'?,KRISHNAGADIVEERAPREMAGAADHA,Krishna Gadi Veera Prema Gaadha,Ulikipadaku Ulikipadaku
Krishna Gadi Veera Prema Gaadha,Complete the lyric: 'Paigamemu bumper offer; Alaga uliki padaku uliki padaku uliki padakala; ___ ante vudikipoyi udhimi padakala',UU,Krishna Gadi Veera Prema Gaadha,Ulikipadaku Ulikipadaku
Krishna Gadi Veera Prema Gaadha,Who is the music director for the song with the lyrics snippet 'Paigamemu bumper offer; Alaga uliki padaku uliki padaku uliki padakala; Uu ante vudikipoyi udhimi padakala'?,VISHALCHANDRASEKHAR,Krishna Gadi Veera Prema Gaadha,Ulikipadaku Ulikipadaku
Krishna Gadi Veera Prema Gaadha,Who penned the lyrics to the song with the lyrics snippet 'Paigamemu bumper offer; Alaga uliki padaku uliki padaku uliki padakala; Uu ante vudikipoyi udhimi padakala'?,KRISHNAKANTH,Krishna Gadi Veera Prema Gaadha,Ulikipadaku Ulikipadaku
Krishna Gadi Veera Prema Gaadha,Which movie has the song with the following lyrics snippet from: 'Paigamemu bumper offer; Alaga uliki padaku uliki padaku uliki padakala; Uu ante vudikipoyi udhimi padakala'?,KRISHNAGADIVEERAPREMAGAADHA,Krishna Gadi Veera Prema Gaadha,Ulikipadaku Ulikipadaku
Krishna Gadi Veera Prema Gaadha,Complete the lyric: 'Chal chali pudithe digipotadu; Maa ragile pagale vedamtadu; Manduthunna ___ paina',KUNDE,Krishna Gadi Veera Prema Gaadha,Rara Ravera
Krishna Gadi Veera Prema Gaadha,Who is the music director for the song with the lyrics snippet 'Chal chali pudithe digipotadu; Maa ragile pagale vedamtadu; Manduthunna kunde paina'?,VISHALCHANDRASEKHAR,Krishna Gadi Veera Prema Gaadha,Rara Ravera
Krishna Gadi Veera Prema Gaadha,Who penned the lyrics to the song with the lyrics snippet 'Chal chali pudithe digipotadu; Maa ragile pagale vedamtadu; Manduthunna kunde paina'?,KRISHNAKANTH,Krishna Gadi Veera Prema Gaadha,Rara Ravera
Krishna Gadi Veera Prema Gaadha,Which movie has the song with the following lyrics snippet from: 'Chal chali pudithe digipotadu; Maa ragile pagale vedamtadu; Manduthunna kunde paina'?,KRISHNAGADIVEERAPREMAGAADHA,Krishna Gadi Veera Prema Gaadha,Rara Ravera
Krishna Gadi Veera Prema Gaadha,Complete the lyric: 'Mussallodu mem mumdharunte; Paresi chethi ___ gun pattada; Ganjitho mem bathikestham',KARRA,Krishna Gadi Veera Prema Gaadha,Rara Ravera
Krishna Gadi Veera Prema Gaadha,Who is the music director for the song with the lyrics snippet 'Mussallodu mem mumdharunte; Paresi chethi karra gun pattada; Ganjitho mem bathikestham'?,VISHALCHANDRASEKHAR,Krishna Gadi Veera Prema Gaadha,Rara Ravera
Krishna Gadi Veera Prema Gaadha,Who penned the lyrics to the song with the lyrics snippet 'Mussallodu mem mumdharunte; Paresi chethi karra gun pattada; Ganjitho mem bathikestham'?,KRISHNAKANTH,Krishna Gadi Veera Prema Gaadha,Rara Ravera
Krishna Gadi Veera Prema Gaadha,Which movie has the song with the following lyrics snippet from: 'Mussallodu mem mumdharunte; Paresi chethi karra gun pattada; Ganjitho mem bathikestham'?,KRISHNAGADIVEERAPREMAGAADHA,Krishna Gadi Veera Prema Gaadha,Rara Ravera
Krishna Gadi Veera Prema Gaadha,Complete the lyric: 'Gampa kindha kompalantukunnay ra; Ra ra radhera; ___ kodi gun pattukumdhera',GINNE,Krishna Gadi Veera Prema Gaadha,Rara Ravera
Krishna Gadi Veera Prema Gaadha,Who is the music director for the song with the lyrics snippet 'Gampa kindha kompalantukunnay ra; Ra ra radhera; Ginne kodi gun pattukumdhera'?,VISHALCHANDRASEKHAR,Krishna Gadi Veera Prema Gaadha,Rara Ravera
Krishna Gadi Veera Prema Gaadha,Who penned the lyrics to the song with the lyrics snippet 'Gampa kindha kompalantukunnay ra; Ra ra radhera; Ginne kodi gun pattukumdhera'?,KRISHNAKANTH,Krishna Gadi Veera Prema Gaadha,Rara Ravera
Krishna Gadi Veera Prema Gaadha,Which movie has the song with the following lyrics snippet from: 'Gampa kindha kompalantukunnay ra; Ra ra radhera; Ginne kodi gun pattukumdhera'?,KRISHNAGADIVEERAPREMAGAADHA,Krishna Gadi Veera Prema Gaadha,Rara Ravera
Nannaku Prematho,Complete the lyric: 'Nuvvu nenu dhooramgunte; Ice bucket challenge la; ___ gaja gaja gaja vanikinatundhe',GAJA,Nannaku Prematho,Love Dhebha
Nannaku Prematho,Who is the music director for the song with the lyrics snippet 'Nuvvu nenu dhooramgunte; Ice bucket challenge la; Gaja gaja gaja gaja vanikinatundhe'?,DEVISRIPRASAD,Nannaku Prematho,Love Dhebha
Nannaku Prematho,Who penned the lyrics to the song with the lyrics snippet 'Nuvvu nenu dhooramgunte; Ice bucket challenge la; Gaja gaja gaja gaja vanikinatundhe'?,CHANDRABOSE,Nannaku Prematho,Love Dhebha
Nannaku Prematho,Which movie has the song with the following lyrics snippet from: 'Nuvvu nenu dhooramgunte; Ice bucket challenge la; Gaja gaja gaja gaja vanikinatundhe'?,NANNAKUPREMATHO,Nannaku Prematho,Love Dhebha
Nannaku Prematho,Complete the lyric: 'Cylinder ___ pelinde; Oh rabba halle holle; Ne valla halle holle',YE,Nannaku Prematho,Love Dhebha
Nannaku Prematho,Who is the music director for the song with the lyrics snippet 'Cylinder ye pelinde; Oh rabba halle holle; Ne valla halle holle'?,DEVISRIPRASAD,Nannaku Prematho,Love Dhebha
Nannaku Prematho,Who penned the lyrics to the song with the lyrics snippet 'Cylinder ye pelinde; Oh rabba halle holle; Ne valla halle holle'?,CHANDRABOSE,Nannaku Prematho,Love Dhebha
Nannaku Prematho,Which movie has the song with the following lyrics snippet from: 'Cylinder ye pelinde; Oh rabba halle holle; Ne valla halle holle'?,NANNAKUPREMATHO,Nannaku Prematho,Love Dhebha
Nannaku Prematho,Complete the lyric: '___ love dhebba; Alebba aelebba aelebba alebba; Bagundhe love dhebba',BAGUNDHE,Nannaku Prematho,Love Dhebha
Nannaku Prematho,Who is the music director for the song with the lyrics snippet 'Bagundhe love dhebba; Alebba aelebba aelebba alebba; Bagundhe love dhebba'?,DEVISRIPRASAD,Nannaku Prematho,Love Dhebha
Nannaku Prematho,Who penned the lyrics to the song with the lyrics snippet 'Bagundhe love dhebba; Alebba aelebba aelebba alebba; Bagundhe love dhebba'?,CHANDRABOSE,Nannaku Prematho,Love Dhebha
Nannaku Prematho,Which movie has the song with the following lyrics snippet from: 'Bagundhe love dhebba; Alebba aelebba aelebba alebba; Bagundhe love dhebba'?,NANNAKUPREMATHO,Nannaku Prematho,Love Dhebha
Nannaku Prematho,Complete the lyric: 'Aah Love Me Again o ___ Aah Love Me Again baby; Ayaayi ye oo',YEAH,Nannaku Prematho,Love Me Again
Nannaku Prematho,Who is the music director for the song with the lyrics snippet 'Aah Love Me Again o yeah; Aah Love Me Again baby; Ayaayi ye oo'?,DEVISRIPRASAD,Nannaku Prematho,Love Me Again
Nannaku Prematho,Who penned the lyrics to the song with the lyrics snippet 'Aah Love Me Again o yeah; Aah Love Me Again baby; Ayaayi ye oo'?,CHANDRABOSE,Nannaku Prematho,Love Me Again
Nannaku Prematho,Which movie has the song with the following lyrics snippet from: 'Aah Love Me Again o yeah; Aah Love Me Again baby; Ayaayi ye oo'?,NANNAKUPREMATHO,Nannaku Prematho,Love Me Again
Nannaku Prematho,Who sang the song with the lyrics snippet 'Aah Love Me Again o yeah; Aah Love Me Again baby; Ayaayi ye oo'?,SOORAJSANTHOSH,Nannaku Prematho,Love Me Again
Nannaku Prematho,Complete the lyric: 'Nidaroni ___ kosam suridde malli raada; Nathaleni tharalakosam jabille malli raada; Adugeyanni theeram kosam allalaina malli raava',THURUPU,Nannaku Prematho,Love Me Again
Nannaku Prematho,Who is the music director for the song with the lyrics snippet 'Nidaroni thurupu kosam suridde malli raada; Nathaleni tharalakosam jabille malli raada; Adugeyanni theeram kosam allalaina malli raava'?,DEVISRIPRASAD,Nannaku Prematho,Love Me Again
Nannaku Prematho,Who penned the lyrics to the song with the lyrics snippet 'Nidaroni thurupu kosam suridde malli raada; Nathaleni tharalakosam jabille malli raada; Adugeyanni theeram kosam allalaina malli raava'?,CHANDRABOSE,Nannaku Prematho,Love Me Again
Nannaku Prematho,Which movie has the song with the following lyrics snippet from: 'Nidaroni thurupu kosam suridde malli raada; Nathaleni tharalakosam jabille malli raada; Adugeyanni theeram kosam allalaina malli raava'?,NANNAKUPREMATHO,Nannaku Prematho,Love Me Again
Nannaku Prematho,Who sang the song with the lyrics snippet 'Nidaroni thurupu kosam suridde malli raada; Nathaleni tharalakosam jabille malli raada; Adugeyanni theeram kosam allalaina malli raava'?,SOORAJSANTHOSH,Nannaku Prematho,Love Me Again
Nannaku Prematho,Complete the lyric: 'Gubulaina sambarama ayyina gundelallo malli raada; Malli choosevu malli navevvu; Ninna monna chesindhe malli ___ chesevu',MALLI,Nannaku Prematho,Love Me Again
Nannaku Prematho,Who is the music director for the song with the lyrics snippet 'Gubulaina sambarama ayyina gundelallo malli raada; Malli choosevu malli navevvu; Ninna monna chesindhe malli malli chesevu'?,DEVISRIPRASAD,Nannaku Prematho,Love Me Again
Nannaku Prematho,Who penned the lyrics to the song with the lyrics snippet 'Gubulaina sambarama ayyina gundelallo malli raada; Malli choosevu malli navevvu; Ninna monna chesindhe malli malli chesevu'?,CHANDRABOSE,Nannaku Prematho,Love Me Again
Nannaku Prematho,Which movie has the song with the following lyrics snippet from: 'Gubulaina sambarama ayyina gundelallo malli raada; Malli choosevu malli navevvu; Ninna monna chesindhe malli malli chesevu'?,NANNAKUPREMATHO,Nannaku Prematho,Love Me Again
Nannaku Prematho,Who sang the song with the lyrics snippet 'Gubulaina sambarama ayyina gundelallo malli raada; Malli choosevu malli navevvu; Ninna monna chesindhe malli malli chesevu'?,SOORAJSANTHOSH,Nannaku Prematho,Love Me Again
Nannaku Prematho,Complete the lyric: 'Valaki theleedu nuvvoka neeti dhaaravani ___ Vallu ninnu paathesamani anukoni anukoni; Vallaku thelliyadu nuvvoka vittanamani vittanamani',DHAARAVANI,Nannaku Prematho,Don’t Stop
Nannaku Prematho,Who is the music director for the song with the lyrics snippet 'Valaki theleedu nuvvoka neeti dhaaravani dhaaravani; Vallu ninnu paathesamani anukoni anukoni; Vallaku thelliyadu nuvvoka vittanamani vittanamani'?,DEVISRIPRASAD,Nannaku Prematho,Don’t Stop
Nannaku Prematho,Who penned the lyrics to the song with the lyrics snippet 'Valaki theleedu nuvvoka neeti dhaaravani dhaaravani; Vallu ninnu paathesamani anukoni anukoni; Vallaku thelliyadu nuvvoka vittanamani vittanamani'?,CHANDRABOSE,Nannaku Prematho,Don’t Stop
Nannaku Prematho,Which movie has the song with the following lyrics snippet from: 'Valaki theleedu nuvvoka neeti dhaaravani dhaaravani; Vallu ninnu paathesamani anukoni anukoni; Vallaku thelliyadu nuvvoka vittanamani vittanamani'?,NANNAKUPREMATHO,Nannaku Prematho,Don’t Stop
Nannaku Prematho,Who sang the song with the lyrics snippet 'Valaki theleedu nuvvoka neeti dhaaravani dhaaravani; Vallu ninnu paathesamani anukoni anukoni; Vallaku thelliyadu nuvvoka vittanamani vittanamani'?,RAGHUDIXIT,Nannaku Prematho,Don’t Stop
Nannaku Prematho,Complete the lyric: 'Mari wind ye vasthe windows ani moosukuntavu; ___ ante ishtam antune Life ante ishtam antune; Kashtaniki kanneeru avthava kashtaniki kaniru avthava',LIFE,Nannaku Prematho,Don’t Stop
Nannaku Prematho,Who is the music director for the song with the lyrics snippet 'Mari wind ye vasthe windows ani moosukuntavu; Life ante ishtam antune Life ante ishtam antune; Kashtaniki kanneeru avthava kashtaniki kaniru avthava'?,DEVISRIPRASAD,Nannaku Prematho,Don’t Stop
Nannaku Prematho,Who penned the lyrics to the song with the lyrics snippet 'Mari wind ye vasthe windows ani moosukuntavu; Life ante ishtam antune Life ante ishtam antune; Kashtaniki kanneeru avthava kashtaniki kaniru avthava'?,CHANDRABOSE,Nannaku Prematho,Don’t Stop
Nannaku Prematho,Which movie has the song with the following lyrics snippet from: 'Mari wind ye vasthe windows ani moosukuntavu; Life ante ishtam antune Life ante ishtam antune; Kashtaniki kanneeru avthava kashtaniki kaniru avthava'?,NANNAKUPREMATHO,Nannaku Prematho,Don’t Stop
Nannaku Prematho,Who sang the song with the lyrics snippet 'Mari wind ye vasthe windows ani moosukuntavu; Life ante ishtam antune Life ante ishtam antune; Kashtaniki kanneeru avthava kashtaniki kaniru avthava'?,RAGHUDIXIT,Nannaku Prematho,Don’t Stop
Nannaku Prematho,Complete the lyric: 'Khelo khelo ___ re; Khel khatam ayyedhaka don’t stop re; Jeelo jeelo jeelo re',KHELO,Nannaku Prematho,Don’t Stop
Nannaku Prematho,Who is the music director for the song with the lyrics snippet 'Khelo khelo khelo re; Khel khatam ayyedhaka don’t stop re; Jeelo jeelo jeelo re'?,DEVISRIPRASAD,Nannaku Prematho,Don’t Stop
Nannaku Prematho,Who penned the lyrics to the song with the lyrics snippet 'Khelo khelo khelo re; Khel khatam ayyedhaka don’t stop re; Jeelo jeelo jeelo re'?,CHANDRABOSE,Nannaku Prematho,Don’t Stop
Nannaku Prematho,Which movie has the song with the following lyrics snippet from: 'Khelo khelo khelo re; Khel khatam ayyedhaka don’t stop re; Jeelo jeelo jeelo re'?,NANNAKUPREMATHO,Nannaku Prematho,Don’t Stop
Nannaku Prematho,Who sang the song with the lyrics snippet 'Khelo khelo khelo re; Khel khatam ayyedhaka don’t stop re; Jeelo jeelo jeelo re'?,RAGHUDIXIT,Nannaku Prematho,Don’t Stop
Nannaku Prematho,Complete the lyric: 'Don’t you ever leave me baby; You’re born to love me; You got to ___ me baby',BELIEVE,Nannaku Prematho,Na Manasu Neelo
Nannaku Prematho,Who is the music director for the song with the lyrics snippet 'Don’t you ever leave me baby; You’re born to love me; You got to believe me baby'?,DEVISRIPRASAD,Nannaku Prematho,Na Manasu Neelo
Nannaku Prematho,Who penned the lyrics to the song with the lyrics snippet 'Don’t you ever leave me baby; You’re born to love me; You got to believe me baby'?,BHASKARABHATLARAVIKUMAR,Nannaku Prematho,Na Manasu Neelo
Nannaku Prematho,Which movie has the song with the following lyrics snippet from: 'Don’t you ever leave me baby; You’re born to love me; You got to believe me baby'?,NANNAKUPREMATHO,Nannaku Prematho,Na Manasu Neelo
Nannaku Prematho,Complete the lyric: 'You never know the way you make me feel; You’re my trend setter this ___ is getting better; Hmm Vidyuth koratha rade manakenadu',GAME,Nannaku Prematho,Na Manasu Neelo
Nannaku Prematho,Who is the music director for the song with the lyrics snippet 'You never know the way you make me feel; You’re my trend setter this game is getting better; Hmm   Vidyuth koratha rade manakenadu'?,DEVISRIPRASAD,Nannaku Prematho,Na Manasu Neelo
Nannaku Prematho,Who penned the lyrics to the song with the lyrics snippet 'You never know the way you make me feel; You’re my trend setter this game is getting better; Hmm   Vidyuth koratha rade manakenadu'?,BHASKARABHATLARAVIKUMAR,Nannaku Prematho,Na Manasu Neelo
Nannaku Prematho,Which movie has the song with the following lyrics snippet from: 'You never know the way you make me feel; You’re my trend setter this game is getting better; Hmm   Vidyuth koratha rade manakenadu'?,NANNAKUPREMATHO,Nannaku Prematho,Na Manasu Neelo
Nannaku Prematho,Complete the lyric: 'Don’t you ___ be my baby; Forever n ever; Kattulu doosukuntunnayi iddari kannulu',WANNA,Nannaku Prematho,Na Manasu Neelo
Nannaku Prematho,Who is the music director for the song with the lyrics snippet 'Don’t you wanna be my baby; Forever n ever; Kattulu doosukuntunnayi iddari kannulu'?,DEVISRIPRASAD,Nannaku Prematho,Na Manasu Neelo
Nannaku Prematho,Who penned the lyrics to the song with the lyrics snippet 'Don’t you wanna be my baby; Forever n ever; Kattulu doosukuntunnayi iddari kannulu'?,BHASKARABHATLARAVIKUMAR,Nannaku Prematho,Na Manasu Neelo
Nannaku Prematho,Which movie has the song with the following lyrics snippet from: 'Don’t you wanna be my baby; Forever n ever; Kattulu doosukuntunnayi iddari kannulu'?,NANNAKUPREMATHO,Nannaku Prematho,Na Manasu Neelo
Nannaku Prematho,Complete the lyric: 'I wanna follow follow follow follow you; ___ phone-ni signal ye follow chesinattu; Ninnu ne follow chesthu vunta',CELL,Nannaku Prematho,Follow Follow
Nannaku Prematho,Who is the music director for the song with the lyrics snippet 'I wanna follow follow follow follow you; Cell phone-ni signal ye follow chesinattu; Ninnu ne follow chesthu vunta'?,DEVISRIPRASAD,Nannaku Prematho,Follow Follow
Nannaku Prematho,Who penned the lyrics to the song with the lyrics snippet 'I wanna follow follow follow follow you; Cell phone-ni signal ye follow chesinattu; Ninnu ne follow chesthu vunta'?,DEVISRIPRASAD,Nannaku Prematho,Follow Follow
Nannaku Prematho,Which movie has the song with the following lyrics snippet from: 'I wanna follow follow follow follow you; Cell phone-ni signal ye follow chesinattu; Ninnu ne follow chesthu vunta'?,NANNAKUPREMATHO,Nannaku Prematho,Follow Follow
Nannaku Prematho,Who sang the song with the lyrics snippet 'I wanna follow follow follow follow you; Cell phone-ni signal ye follow chesinattu; Ninnu ne follow chesthu vunta'?,JRNTR,Nannaku Prematho,Follow Follow
Nannaku Prematho,Complete the lyric: 'Nuvvu thippu tippukuntu naduchukelthey; Nee needa thodu anni nene; I wanna follow follow follow follow ___',YOU,Nannaku Prematho,Follow Follow
Nannaku Prematho,Who is the music director for the song with the lyrics snippet 'Nuvvu thippu tippukuntu naduchukelthey; Nee needa thodu anni nene; I wanna follow follow follow follow you'?,DEVISRIPRASAD,Nannaku Prematho,Follow Follow
Nannaku Prematho,Who penned the lyrics to the song with the lyrics snippet 'Nuvvu thippu tippukuntu naduchukelthey; Nee needa thodu anni nene; I wanna follow follow follow follow you'?,DEVISRIPRASAD,Nannaku Prematho,Follow Follow
Nannaku Prematho,Which movie has the song with the following lyrics snippet from: 'Nuvvu thippu tippukuntu naduchukelthey; Nee needa thodu anni nene; I wanna follow follow follow follow you'?,NANNAKUPREMATHO,Nannaku Prematho,Follow Follow
Nannaku Prematho,Who sang the song with the lyrics snippet 'Nuvvu thippu tippukuntu naduchukelthey; Nee needa thodu anni nene; I wanna follow follow follow follow you'?,JRNTR,Nannaku Prematho,Follow Follow
Nannaku Prematho,Complete the lyric: 'I wanna follow ___ follow follow you; Aa aa aa aa aa aa andamaina; Pi pi pi pi pi pi pilla',FOLLOW,Nannaku Prematho,Follow Follow
Nannaku Prematho,Who is the music director for the song with the lyrics snippet 'I wanna follow follow follow follow you; Aa aa aa aa aa aa andamaina; Pi pi pi pi pi pi pilla'?,DEVISRIPRASAD,Nannaku Prematho,Follow Follow
Nannaku Prematho,Who penned the lyrics to the song with the lyrics snippet 'I wanna follow follow follow follow you; Aa aa aa aa aa aa andamaina; Pi pi pi pi pi pi pilla'?,DEVISRIPRASAD,Nannaku Prematho,Follow Follow
Nannaku Prematho,Which movie has the song with the following lyrics snippet from: 'I wanna follow follow follow follow you; Aa aa aa aa aa aa andamaina; Pi pi pi pi pi pi pilla'?,NANNAKUPREMATHO,Nannaku Prematho,Follow Follow
Nannaku Prematho,Who sang the song with the lyrics snippet 'I wanna follow follow follow follow you; Aa aa aa aa aa aa andamaina; Pi pi pi pi pi pi pilla'?,JRNTR,Nannaku Prematho,Follow Follow
Nannaku Prematho,Complete the lyric: 'Nee venta nenu unnanani nannu nadipinchina; Nannaku prematho; Nannaku ___',PREMATHO,Nannaku Prematho,Nannaku prematho
Nannaku Prematho,Who is the music director for the song with the lyrics snippet 'Nee venta nenu unnanani nannu nadipinchina; Nannaku prematho; Nannaku prematho'?,DEVISRIPRASAD,Nannaku Prematho,Nannaku prematho
Nannaku Prematho,Who penned the lyrics to the song with the lyrics snippet 'Nee venta nenu unnanani nannu nadipinchina; Nannaku prematho; Nannaku prematho'?,DEVISRIPRASAD,Nannaku Prematho,Nannaku prematho
Nannaku Prematho,Which movie has the song with the following lyrics snippet from: 'Nee venta nenu unnanani nannu nadipinchina; Nannaku prematho; Nannaku prematho'?,NANNAKUPREMATHO,Nannaku Prematho,Nannaku prematho
Nannaku Prematho,Who sang the song with the lyrics snippet 'Nee venta nenu unnanani nannu nadipinchina; Nannaku prematho; Nannaku prematho'?,DEVISRIPRASADDSP,Nannaku Prematho,Nannaku prematho
Nannaku Prematho,Complete the lyric: '___ kashtam yedhurocchina; Kannelle yedhirinchina; Aanandham ane uyyalalo nannu penchina',YE,Nannaku Prematho,Nannaku prematho
Nannaku Prematho,Who is the music director for the song with the lyrics snippet 'Ye kashtam yedhurocchina; Kannelle yedhirinchina; Aanandham ane uyyalalo nannu penchina'?,DEVISRIPRASAD,Nannaku Prematho,Nannaku prematho
Nannaku Prematho,Who penned the lyrics to the song with the lyrics snippet 'Ye kashtam yedhurocchina; Kannelle yedhirinchina; Aanandham ane uyyalalo nannu penchina'?,DEVISRIPRASAD,Nannaku Prematho,Nannaku prematho
Nannaku Prematho,Which movie has the song with the following lyrics snippet from: 'Ye kashtam yedhurocchina; Kannelle yedhirinchina; Aanandham ane uyyalalo nannu penchina'?,NANNAKUPREMATHO,Nannaku Prematho,Nannaku prematho
Nannaku Prematho,Who sang the song with the lyrics snippet 'Ye kashtam yedhurocchina; Kannelle yedhirinchina; Aanandham ane uyyalalo nannu penchina'?,DEVISRIPRASADDSP,Nannaku Prematho,Nannaku prematho
Nannaku Prematho,Complete the lyric: 'Aanandham ane uyyalalo nannu penchina; Nannaku ___ Nannaku prematho',PREMATHO,Nannaku Prematho,Nannaku prematho
Nannaku Prematho,Who is the music director for the song with the lyrics snippet 'Aanandham ane uyyalalo nannu penchina; Nannaku prematho; Nannaku prematho'?,DEVISRIPRASAD,Nannaku Prematho,Nannaku prematho
Nannaku Prematho,Who penned the lyrics to the song with the lyrics snippet 'Aanandham ane uyyalalo nannu penchina; Nannaku prematho; Nannaku prematho'?,DEVISRIPRASAD,Nannaku Prematho,Nannaku prematho
Nannaku Prematho,Which movie has the song with the following lyrics snippet from: 'Aanandham ane uyyalalo nannu penchina; Nannaku prematho; Nannaku prematho'?,NANNAKUPREMATHO,Nannaku Prematho,Nannaku prematho
Nannaku Prematho,Who sang the song with the lyrics snippet 'Aanandham ane uyyalalo nannu penchina; Nannaku prematho; Nannaku prematho'?,DEVISRIPRASADDSP,Nannaku Prematho,Nannaku prematho
Pellichoopulu,Complete the lyric: 'Parayi kaani bhasha; Kharabu mojju koradantu vinale; ___ kanta',SAMBARALA,Pellichoopulu,Ee Babu Gariki
Pellichoopulu,Who is the music director for the song with the lyrics snippet 'Parayi kaani bhasha; Kharabu mojju koradantu vinale; Sambarala kanta'?,VIVEKSAGAR,Pellichoopulu,Ee Babu Gariki
Pellichoopulu,Who penned the lyrics to the song with the lyrics snippet 'Parayi kaani bhasha; Kharabu mojju koradantu vinale; Sambarala kanta'?,RAHULRAMAKRISHNA,Pellichoopulu,Ee Babu Gariki
Pellichoopulu,Which movie has the song with the following lyrics snippet from: 'Parayi kaani bhasha; Kharabu mojju koradantu vinale; Sambarala kanta'?,PELLICHOOPULU,Pellichoopulu,Ee Babu Gariki
Pellichoopulu,Who sang the song with the lyrics snippet 'Parayi kaani bhasha; Kharabu mojju koradantu vinale; Sambarala kanta'?,SOORAJSANTHOSH,Pellichoopulu,Ee Babu Gariki
Pellichoopulu,Complete the lyric: 'Gaaradantaa; Aakalante aasha; ___ kaani bhasha',PARAYI,Pellichoopulu,Ee Babu Gariki
Pellichoopulu,Who is the music director for the song with the lyrics snippet 'Gaaradantaa; Aakalante aasha; Parayi kaani bhasha'?,VIVEKSAGAR,Pellichoopulu,Ee Babu Gariki
Pellichoopulu,Who penned the lyrics to the song with the lyrics snippet 'Gaaradantaa; Aakalante aasha; Parayi kaani bhasha'?,RAHULRAMAKRISHNA,Pellichoopulu,Ee Babu Gariki
Pellichoopulu,Which movie has the song with the following lyrics snippet from: 'Gaaradantaa; Aakalante aasha; Parayi kaani bhasha'?,PELLICHOOPULU,Pellichoopulu,Ee Babu Gariki
Pellichoopulu,Who sang the song with the lyrics snippet 'Gaaradantaa; Aakalante aasha; Parayi kaani bhasha'?,SOORAJSANTHOSH,Pellichoopulu,Ee Babu Gariki
Pellichoopulu,Complete the lyric: 'Gaaradantaa; Aakalante aasha; ___ kaani bhasha',PARAYI,Pellichoopulu,Ee Babu Gariki
Pellichoopulu,Who is the music director for the song with the lyrics snippet 'Gaaradantaa; Aakalante aasha; Parayi kaani bhasha'?,VIVEKSAGAR,Pellichoopulu,Ee Babu Gariki
Pellichoopulu,Who penned the lyrics to the song with the lyrics snippet 'Gaaradantaa; Aakalante aasha; Parayi kaani bhasha'?,RAHULRAMAKRISHNA,Pellichoopulu,Ee Babu Gariki
Pellichoopulu,Which movie has the song with the following lyrics snippet from: 'Gaaradantaa; Aakalante aasha; Parayi kaani bhasha'?,PELLICHOOPULU,Pellichoopulu,Ee Babu Gariki
Pellichoopulu,Who sang the song with the lyrics snippet 'Gaaradantaa; Aakalante aasha; Parayi kaani bhasha'?,SOORAJSANTHOSH,Pellichoopulu,Ee Babu Gariki
Pellichoopulu,Complete the lyric: 'Kalavarinthe Tharimi; Parugulette Manase; Udisi ___',PATTEDELAA,Pellichoopulu,Chinuku Taake
Pellichoopulu,Who is the music director for the song with the lyrics snippet 'Kalavarinthe Tharimi; Parugulette Manase; Udisi Pattedelaa'?,VIVEKSAGAR,Pellichoopulu,Chinuku Taake
Pellichoopulu,Who penned the lyrics to the song with the lyrics snippet 'Kalavarinthe Tharimi; Parugulette Manase; Udisi Pattedelaa'?,SHRESHTA,Pellichoopulu,Chinuku Taake
Pellichoopulu,Which movie has the song with the following lyrics snippet from: 'Kalavarinthe Tharimi; Parugulette Manase; Udisi Pattedelaa'?,PELLICHOOPULU,Pellichoopulu,Chinuku Taake
